"","Country/Region","date.x","var","value","value_new","population","Lat","Long","TotalCases","NewCases","TotalDeaths","NewDeaths","TotalRecovered","ActiveCases","Serious,Critical","Tot Cases/1M pop","Deaths/1M pop","TotalTests","Tests/1M pop","Continent","date.y"
"540","Poland",2020-04-10,"recovered",318,62,37847000,45,14,5955,380,181,7,318,5456,160,157,5,118295,3126,"Europe","2020-04-10"
"541","Portugal",2020-04-10,"active",14804,777,10197000,18,-8.2245,15472,1516,435,26,233,14804,226,1517,43,144000,14122,"Europe","2020-04-10"
"542","Portugal",2020-04-10,"confirmed",15472,1516,10197000,36,-8.2245,15472,1516,435,26,233,14804,226,1517,43,144000,14122,"Europe","2020-04-10"
"543","Portugal",2020-04-10,"deaths",435,26,10197000,20,-8.2245,15472,1516,435,26,233,14804,226,1517,43,144000,14122,"Europe","2020-04-10"
"544","Portugal",2020-04-10,"recovered",233,9,10197000,17,-8.2245,15472,1516,435,26,233,14804,226,1517,43,144000,14122,"Europe","2020-04-10"
"545","Qatar",2020-04-10,"active",2279,138,2881000,24,38,2512,136,6,NA,227,2279,37,872,2,45339,15737,"Asia","2020-04-10"
"546","Qatar",2020-04-10,"confirmed",2512,136,2881000,25,14,2512,136,6,NA,227,2279,37,872,2,45339,15737,"Asia","2020-04-10"
"547","Qatar",2020-04-10,"deaths",6,NA,2881000,18,27,2512,136,6,NA,227,2279,37,872,2,45339,15737,"Asia","2020-04-10"
"548","Qatar",2020-04-10,"recovered",227,28,2881000,3,34,2512,136,6,NA,227,2279,37,872,2,45339,15737,"Asia","2020-04-10"
"549","Romania",2020-04-10,"active",4468,294,19238000,24,22,5467,265,270,22,729,4468,183,284,14,55430,2881,"Europe","2020-04-10"
"550","Romania",2020-04-10,"confirmed",5467,265,19238000,34,15,5467,265,270,22,729,4468,183,284,14,55430,2881,"Europe","2020-04-10"
"551","Romania",2020-04-10,"deaths",270,22,19238000,5,3,5467,265,270,22,729,4468,183,284,14,55430,2881,"Europe","2020-04-10"
"552","Romania",2020-04-10,"recovered",729,119,19238000,32,23,5467,265,270,22,729,4468,183,284,14,55430,2881,"Europe","2020-04-10"
"553","Russia",2020-04-10,"active",11028,1328,5101000,50,10,11917,1786,94,18,795,11028,8,82,0.6,1090000,7469,"Europe","2020-04-10"
"554","Russia",2020-04-10,"confirmed",11917,1786,5101000,36,62,11917,1786,94,18,795,11028,8,82,0.6,1090000,7469,"Europe","2020-04-10"
"555","Russia",2020-04-10,"deaths",94,18,5101000,53,41,11917,1786,94,18,795,11028,8,82,0.6,1090000,7469,"Europe","2020-04-10"
"556","Russia",2020-04-10,"recovered",795,118,5101000,40,56,11917,1786,94,18,795,11028,8,82,0.6,1090000,7469,"Europe","2020-04-10"
"557","Rwanda",2020-04-10,"active",106,0,12952000,-1.9403,3,113,NA,NA,NA,7,106,NA,9,NA,806,62,"Africa","2020-04-10"
"558","Rwanda",2020-04-10,"confirmed",113,NA,12952000,-1.9403,16,113,NA,NA,NA,7,106,NA,9,NA,806,62,"Africa","2020-04-10"
"559","Rwanda",2020-04-10,"deaths",NA,NA,12952000,-1.9403,25,113,NA,NA,NA,7,106,NA,9,NA,806,62,"Africa","2020-04-10"
"560","Rwanda",2020-04-10,"recovered",7,0,12952000,-1.9403,3,113,NA,NA,NA,7,106,NA,9,NA,806,62,"Africa","2020-04-10"
"561","Saint Kitts and Nevis",2020-04-10,"active",11,0,53000,11,-62.782998,11,NA,NA,NA,NA,11,NA,207,NA,197,3703,"North America","2020-04-10"
"562","Saint Kitts and Nevis",2020-04-10,"confirmed",11,NA,53000,5,-62.782998,11,NA,NA,NA,NA,11,NA,207,NA,197,3703,"North America","2020-04-10"
"563","Saint Kitts and Nevis",2020-04-10,"deaths",NA,NA,53000,6,-62.782998,11,NA,NA,NA,NA,11,NA,207,NA,197,3703,"North America","2020-04-10"
"564","Saint Kitts and Nevis",2020-04-10,"recovered",NA,0,53000,1,-62.782998,11,NA,NA,NA,NA,11,NA,207,NA,197,3703,"North America","2020-04-10"
"565","Saint Lucia",2020-04-10,"active",13,0,184000,13,-60.9789,14,NA,NA,NA,1,13,NA,76,NA,NA,NA,"North America","2020-04-10"
"566","Saint Lucia",2020-04-10,"confirmed",14,NA,184000,9,-60.9789,14,NA,NA,NA,1,13,NA,76,NA,NA,NA,"North America","2020-04-10"
"567","Saint Lucia",2020-04-10,"deaths",NA,NA,184000,9,-60.9789,14,NA,NA,NA,1,13,NA,76,NA,NA,NA,"North America","2020-04-10"
"568","Saint Lucia",2020-04-10,"recovered",1,0,184000,2,-60.9789,14,NA,NA,NA,1,13,NA,76,NA,NA,NA,"North America","2020-04-10"
"569","Saint Vincent and the Grenadines",2020-04-10,"active",11,4,111000,9,-61.2872,12,NA,NA,NA,1,11,NA,108,NA,56,505,"North America","2020-04-10"
"570","Saint Vincent and the Grenadines",2020-04-10,"confirmed",12,NA,111000,11,-61.2872,12,NA,NA,NA,1,11,NA,108,NA,56,505,"North America","2020-04-10"
"571","Saint Vincent and the Grenadines",2020-04-10,"deaths",NA,NA,111000,5,-61.2872,12,NA,NA,NA,1,11,NA,108,NA,56,505,"North America","2020-04-10"
"572","Saint Vincent and the Grenadines",2020-04-10,"recovered",1,0,111000,8,-61.2872,12,NA,NA,NA,1,11,NA,108,NA,56,505,"North America","2020-04-10"
"573","San Marino",2020-04-10,"active",260,45,34000,33,2,344,11,34,NA,50,260,14,10138,1002,846,24933,"Europe","2020-04-10"
"574","San Marino",2020-04-10,"confirmed",344,11,34000,20,8,344,11,34,NA,50,260,14,10138,1002,846,24933,"Europe","2020-04-10"
"575","San Marino",2020-04-10,"deaths",34,NA,34000,26,8,344,11,34,NA,50,260,14,10138,1002,846,24933,"Europe","2020-04-10"
"576","San Marino",2020-04-10,"recovered",50,9,34000,36,5,344,11,34,NA,50,260,14,10138,1002,846,24933,"Europe","2020-04-10"
"577","Sao Tome and Principe",2020-04-10,"active",4,0,219000,0.18636,2,4,NA,NA,NA,NA,4,NA,18,NA,19,87,"Africa","2020-04-10"
"578","Sao Tome and Principe",2020-04-10,"confirmed",4,NA,219000,0.18636,6,4,NA,NA,NA,NA,4,NA,18,NA,19,87,"Africa","2020-04-10"
"579","Sao Tome and Principe",2020-04-10,"deaths",NA,NA,219000,0.18636,2,4,NA,NA,NA,NA,4,NA,18,NA,19,87,"Africa","2020-04-10"
"580","Sao Tome and Principe",2020-04-10,"recovered",NA,0,219000,0.18636,5,4,NA,NA,NA,NA,4,NA,18,NA,19,87,"Africa","2020-04-10"
"581","Saudi Arabia",2020-04-10,"active",2919,317,34814000,21,39,3651,364,47,3,685,2919,57,105,1,115585,3320,"Asia","2020-04-10"
"582","Saudi Arabia",2020-04-10,"confirmed",3651,364,34814000,5,5,3651,364,47,3,685,2919,57,105,1,115585,3320,"Asia","2020-04-10"
"583","Saudi Arabia",2020-04-10,"deaths",47,3,34814000,24,21,3651,364,47,3,685,2919,57,105,1,115585,3320,"Asia","2020-04-10"
"584","Saudi Arabia",2020-04-10,"recovered",685,35,34814000,16,23,3651,364,47,3,685,2919,57,105,1,115585,3320,"Asia","2020-04-10"
"585","Senegal",2020-04-10,"active",126,-4,16744000,1,-14.4524,265,15,2,NA,137,126,1,16,0.1,NA,NA,"Africa","2020-04-10"
"586","Senegal",2020-04-10,"confirmed",265,15,16744000,2,-14.4524,265,15,2,NA,137,126,1,16,0.1,NA,NA,"Africa","2020-04-10"
"587","Senegal",2020-04-10,"deaths",2,NA,16744000,14,-14.4524,265,15,2,NA,137,126,1,16,0.1,NA,NA,"Africa","2020-04-10"
"588","Senegal",2020-04-10,"recovered",137,10,16744000,7,-14.4524,265,15,2,NA,137,126,1,16,0.1,NA,NA,"Africa","2020-04-10"
"589","Serbia",2020-04-10,"active",2916,200,8737000,11,1,3105,238,71,5,118,2916,136,355,8,14240,1630,"Europe","2020-04-10"
"590","Serbia",2020-04-10,"confirmed",3105,238,8737000,28,5,3105,238,71,5,118,2916,136,355,8,14240,1630,"Europe","2020-04-10"
"591","Serbia",2020-04-10,"deaths",71,5,8737000,26,3,3105,238,71,5,118,2916,136,355,8,14240,1630,"Europe","2020-04-10"
"592","Serbia",2020-04-10,"recovered",118,0,8737000,18,5,3105,238,71,5,118,2916,136,355,8,14240,1630,"Europe","2020-04-10"
"593","Seychelles",2020-04-10,"active",11,0,98000,-4.6796,13,11,NA,NA,NA,NA,11,NA,112,NA,NA,NA,"Africa","2020-04-10"
"594","Seychelles",2020-04-10,"confirmed",11,NA,98000,-4.6796,42,11,NA,NA,NA,NA,11,NA,112,NA,NA,NA,"Africa","2020-04-10"
"595","Seychelles",2020-04-10,"deaths",NA,NA,98000,-4.6796,50,11,NA,NA,NA,NA,11,NA,112,NA,NA,NA,"Africa","2020-04-10"
"596","Seychelles",2020-04-10,"recovered",NA,0,98000,-4.6796,38,11,NA,NA,NA,NA,11,NA,112,NA,NA,NA,"Africa","2020-04-10"
"597","Sierra Leone",2020-04-10,"active",8,0,7977000,4,-11.779889,8,1,NA,NA,NA,8,NA,1,NA,NA,NA,"Africa","2020-04-10"
"598","Sierra Leone",2020-04-10,"confirmed",8,1,7977000,5,-11.779889,8,1,NA,NA,NA,8,NA,1,NA,NA,NA,"Africa","2020-04-10"
"599","Sierra Leone",2020-04-10,"deaths",NA,NA,7977000,1,-11.779889,8,1,NA,NA,NA,8,NA,1,NA,NA,NA,"Africa","2020-04-10"
"600","Sierra Leone",2020-04-10,"recovered",NA,0,7977000,5,-11.779889,8,1,NA,NA,NA,8,NA,1,NA,NA,NA,"Africa","2020-04-10"
"601","Singapore",2020-04-10,"active",1609,233,5850000,1,58,2108,198,7,1,492,1609,29,360,1,72680,12423,"Asia","2020-04-10"
"602","Singapore",2020-04-10,"confirmed",2108,198,5850000,1,5,2108,198,7,1,492,1609,29,360,1,72680,12423,"Asia","2020-04-10"
"603","Singapore",2020-04-10,"deaths",7,1,5850000,1,95,2108,198,7,1,492,1609,29,360,1,72680,12423,"Asia","2020-04-10"
"604","Singapore",2020-04-10,"recovered",492,54,5850000,1,40,2108,198,7,1,492,1609,29,360,1,72680,12423,"Asia","2020-04-10"
"605","Slovakia",2020-04-10,"active",690,12,5460000,21,9,715,14,2,NA,23,690,5,131,0.4,22957,4205,"Europe","2020-04-10"
"606","Slovakia",2020-04-10,"confirmed",715,14,5460000,34,10,715,14,2,NA,23,690,5,131,0.4,22957,4205,"Europe","2020-04-10"
"607","Slovakia",2020-04-10,"deaths",2,NA,5460000,8,1,715,14,2,NA,23,690,5,131,0.4,22957,4205,"Europe","2020-04-10"
"608","Slovakia",2020-04-10,"recovered",23,7,5460000,1,12,715,14,2,NA,23,690,5,131,0.4,22957,4205,"Europe","2020-04-10"
"609","Slovenia",2020-04-10,"active",978,22,2079000,30,12,1160,36,45,2,137,978,36,558,22,33047,15896,"Europe","2020-04-10"
"610","Slovenia",2020-04-10,"confirmed",1160,36,2079000,42,7,1160,36,45,2,137,978,36,558,22,33047,15896,"Europe","2020-04-10"
"611","Slovenia",2020-04-10,"deaths",45,2,2079000,31,3,1160,36,45,2,137,978,36,558,22,33047,15896,"Europe","2020-04-10"
"612","Slovenia",2020-04-10,"recovered",137,8,2079000,29,13,1160,36,45,2,137,978,36,558,22,33047,15896,"Europe","2020-04-10"
"613","Somalia",2020-04-10,"active",19,0,15893000,1,5,21,9,1,NA,1,19,NA,1,0.06,NA,NA,"Africa","2020-04-10"
"614","Somalia",2020-04-10,"confirmed",21,9,15893000,1,44,21,9,1,NA,1,19,NA,1,0.06,NA,NA,"Africa","2020-04-10"
"615","Somalia",2020-04-10,"deaths",1,NA,15893000,2,31,21,9,1,NA,1,19,NA,1,0.06,NA,NA,"Africa","2020-04-10"
"616","Somalia",2020-04-10,"recovered",1,0,15893000,4,29,21,9,1,NA,1,19,NA,1,0.06,NA,NA,"Africa","2020-04-10"
"617","South Africa",2020-04-10,"active",1569,89,59309000,-30.5595,1,2003,69,24,6,410,1569,7,34,0.4,73028,1231,"Africa","2020-04-10"
"618","South Africa",2020-04-10,"confirmed",2003,69,59309000,-30.5595,13,2003,69,24,6,410,1569,7,34,0.4,73028,1231,"Africa","2020-04-10"
"619","South Africa",2020-04-10,"deaths",24,6,59309000,-30.5595,22,2003,69,24,6,410,1569,7,34,0.4,73028,1231,"Africa","2020-04-10"
"620","South Africa",2020-04-10,"recovered",410,0,59309000,-30.5595,6,2003,69,24,6,410,1569,7,34,0.4,73028,1231,"Africa","2020-04-10"
"621","South Sudan",2020-04-10,"active",4,1,11194000,4,26,4,1,NA,NA,NA,4,NA,0.4,NA,NA,NA,"Africa","2020-04-10"
"622","South Sudan",2020-04-10,"confirmed",4,1,11194000,1,9,4,1,NA,NA,NA,4,NA,0.4,NA,NA,NA,"Africa","2020-04-10"
"623","South Sudan",2020-04-10,"deaths",NA,NA,11194000,2,13,4,1,NA,NA,NA,4,NA,0.4,NA,NA,NA,"Africa","2020-04-10"
"624","South Sudan",2020-04-10,"recovered",NA,0,11194000,6,25,4,1,NA,NA,NA,4,NA,0.4,NA,NA,NA,"Africa","2020-04-10"
"625","Spain",2020-04-10,"active",85415,203,46755000,33,-4,157053,3831,15970,523,55668,85415,7371,3359,342,355000,7593,"Europe","2020-04-10"
"626","Spain",2020-04-10,"confirmed",157053,3831,46755000,8,-4,157053,3831,15970,523,55668,85415,7371,3359,342,355000,7593,"Europe","2020-04-10"
"627","Spain",2020-04-10,"deaths",15970,523,46755000,24,-4,157053,3831,15970,523,55668,85415,7371,3359,342,355000,7593,"Europe","2020-04-10"
"628","Spain",2020-04-10,"recovered",55668,4144,46755000,35,-4,157053,3831,15970,523,55668,85415,7371,3359,342,355000,7593,"Europe","2020-04-10"
"629","Sri Lanka",2020-04-10,"active",129,-4,21413000,6,76,190,NA,7,NA,54,129,5,9,0.3,3248,152,"Asia","2020-04-10"
"630","Sri Lanka",2020-04-10,"confirmed",190,NA,21413000,4,16,190,NA,7,NA,54,129,5,9,0.3,3248,152,"Asia","2020-04-10"
"631","Sri Lanka",2020-04-10,"deaths",7,NA,21413000,4,18,190,NA,7,NA,54,129,5,9,0.3,3248,152,"Asia","2020-04-10"
"632","Sri Lanka",2020-04-10,"recovered",54,5,21413000,5,54,190,NA,7,NA,54,129,5,9,0.3,3248,152,"Asia","2020-04-10"
"633","Sudan",2020-04-10,"active",11,1,43849000,1,3,15,NA,2,NA,2,11,NA,0.3,0.05,NA,NA,"Africa","2020-04-10"
"634","Sudan",2020-04-10,"confirmed",15,NA,43849000,6,4,15,NA,2,NA,2,11,NA,0.3,0.05,NA,NA,"Africa","2020-04-10"
"635","Sudan",2020-04-10,"deaths",2,NA,43849000,3,25,15,NA,2,NA,2,11,NA,0.3,0.05,NA,NA,"Africa","2020-04-10"
"636","Sudan",2020-04-10,"recovered",2,0,43849000,8,25,15,NA,2,NA,2,11,NA,0.3,0.05,NA,NA,"Africa","2020-04-10"
"637","Suriname",2020-04-10,"active",5,-1,587000,1,-56.0278,10,NA,1,NA,4,5,NA,17,2,NA,NA,"South America","2020-04-10"
"638","Suriname",2020-04-10,"confirmed",10,NA,587000,2,-56.0278,10,NA,1,NA,4,5,NA,17,2,NA,NA,"South America","2020-04-10"
"639","Suriname",2020-04-10,"deaths",1,NA,587000,1,-56.0278,10,NA,1,NA,4,5,NA,17,2,NA,NA,"South America","2020-04-10"
"640","Suriname",2020-04-10,"recovered",4,1,587000,1,-56.0278,10,NA,1,NA,4,5,NA,17,2,NA,NA,"South America","2020-04-10"
"641","Sweden",2020-04-10,"active",8434,616,10099000,35,1,9685,544,870,77,381,8434,749,959,86,54700,5416,"Europe","2020-04-10"
"642","Sweden",2020-04-10,"confirmed",9685,544,10099000,3,11,9685,544,870,77,381,8434,749,959,86,54700,5416,"Europe","2020-04-10"
"643","Sweden",2020-04-10,"deaths",870,77,10099000,30,5,9685,544,870,77,381,8434,749,959,86,54700,5416,"Europe","2020-04-10"
"644","Sweden",2020-04-10,"recovered",381,0,10099000,27,15,9685,544,870,77,381,8434,749,959,86,54700,5416,"Europe","2020-04-10"
"645","Switzerland",2020-04-10,"active",12950,-82,8655000,39,7,24551,500,1001,53,10600,12950,386,2837,116,178500,20625,"Europe","2020-04-10"
"646","Switzerland",2020-04-10,"confirmed",24551,500,8655000,43,1,24551,500,1001,53,10600,12950,386,2837,116,178500,20625,"Europe","2020-04-10"
"647","Switzerland",2020-04-10,"deaths",1001,53,8655000,12,3,24551,500,1001,53,10600,12950,386,2837,116,178500,20625,"Europe","2020-04-10"
"648","Switzerland",2020-04-10,"recovered",10600,800,8655000,40,3,24551,500,1001,53,10600,12950,386,2837,116,178500,20625,"Europe","2020-04-10"
"649","Syria",2020-04-10,"active",13,0,17501000,23,9,19,NA,2,NA,4,13,NA,1,0.1,NA,NA,"Asia","2020-04-10"
"650","Syria",2020-04-10,"confirmed",19,NA,17501000,27,17,19,NA,2,NA,4,13,NA,1,0.1,NA,NA,"Asia","2020-04-10"
"651","Syria",2020-04-10,"deaths",2,NA,17501000,1,27,19,NA,2,NA,4,13,NA,1,0.1,NA,NA,"Asia","2020-04-10"
"652","Syria",2020-04-10,"recovered",4,0,17501000,20,31,19,NA,2,NA,4,13,NA,1,0.1,NA,NA,"Asia","2020-04-10"
"653","Taiwan*",2020-04-10,"active",285,-5,23780452,9,98,382,2,6,1,91,285,NA,16,0.3,43886,1843,"Asia","2020-04-10"
"654","Taiwan*",2020-04-10,"confirmed",382,2,23780452,22,80,382,2,6,1,91,285,NA,16,0.3,43886,1843,"Asia","2020-04-10"
"655","Taiwan*",2020-04-10,"deaths",6,1,23780452,12,95,382,2,6,1,91,285,NA,16,0.3,43886,1843,"Asia","2020-04-10"
"656","Taiwan*",2020-04-10,"recovered",91,6,23780452,21,110,382,2,6,1,91,285,NA,16,0.3,43886,1843,"Asia","2020-04-10"
"657","Tanzania",2020-04-10,"active",24,0,7276000,-6.369,33,32,7,3,2,5,24,NA,0.5,0.05,NA,NA,"Africa","2020-04-10"
"658","Tanzania",2020-04-10,"confirmed",32,7,7276000,-6.369,29,32,7,3,2,5,24,NA,0.5,0.05,NA,NA,"Africa","2020-04-10"
"659","Tanzania",2020-04-10,"deaths",3,2,7276000,-6.369,2,32,7,3,2,5,24,NA,0.5,0.05,NA,NA,"Africa","2020-04-10"
"660","Tanzania",2020-04-10,"recovered",5,0,7276000,-6.369,18,32,7,3,2,5,24,NA,0.5,0.05,NA,NA,"Africa","2020-04-10"
"661","Thailand",2020-04-10,"active",1427,0,69800000,2,94,2473,50,33,1,1013,1427,61,35,0.5,71860,1030,"Asia","2020-04-10"
"662","Thailand",2020-04-10,"confirmed",2473,50,69800000,3,86,2473,50,33,1,1013,1427,61,35,0.5,71860,1030,"Asia","2020-04-10"
"663","Thailand",2020-04-10,"deaths",33,1,69800000,11,56,2473,50,33,1,1013,1427,61,35,0.5,71860,1030,"Asia","2020-04-10"
"664","Thailand",2020-04-10,"recovered",1013,52,69800000,12,36,2473,50,33,1,1013,1427,61,35,0.5,71860,1030,"Asia","2020-04-10"
"665","Timor-Leste",2020-04-10,"active",1,0,1318000,-8.874217,21,2,1,NA,NA,1,1,NA,2,NA,NA,NA,"Asia","2020-04-10"
"666","Timor-Leste",2020-04-10,"confirmed",2,1,1318000,-8.874217,119,2,1,NA,NA,1,1,NA,2,NA,NA,NA,"Asia","2020-04-10"
"667","Timor-Leste",2020-04-10,"deaths",NA,NA,1318000,-8.874217,9,2,1,NA,NA,1,1,NA,2,NA,NA,NA,"Asia","2020-04-10"
"668","Timor-Leste",2020-04-10,"recovered",1,0,1318000,-8.874217,113,2,1,NA,NA,1,1,NA,2,NA,NA,NA,"Asia","2020-04-10"
"669","Togo",2020-04-10,"active",48,2,8279000,6,0.8248,76,3,3,NA,25,48,NA,9,0.4,2069,250,"Africa","2020-04-10"
"670","Togo",2020-04-10,"confirmed",76,3,8279000,3,0.8248,76,3,3,NA,25,48,NA,9,0.4,2069,250,"Africa","2020-04-10"
"671","Togo",2020-04-10,"deaths",3,NA,8279000,4,0.8248,76,3,3,NA,25,48,NA,9,0.4,2069,250,"Africa","2020-04-10"
"672","Togo",2020-04-10,"recovered",25,1,8279000,2,0.8248,76,3,3,NA,25,48,NA,9,0.4,2069,250,"Africa","2020-04-10"
"673","Trinidad and Tobago",2020-04-10,"active",100,2,1399000,1,-61.2225,109,NA,8,NA,1,100,NA,78,6,1045,747,"North America","2020-04-10"
"674","Trinidad and Tobago",2020-04-10,"confirmed",109,NA,1399000,9,-61.2225,109,NA,8,NA,1,100,NA,78,6,1045,747,"North America","2020-04-10"
"675","Trinidad and Tobago",2020-04-10,"deaths",8,NA,1399000,2,-61.2225,109,NA,8,NA,1,100,NA,78,6,1045,747,"North America","2020-04-10"
"676","Trinidad and Tobago",2020-04-10,"recovered",1,0,1399000,4,-61.2225,109,NA,8,NA,1,100,NA,78,6,1045,747,"North America","2020-04-10"
"677","Tunisia",2020-04-10,"active",593,14,11819000,9,6,643,NA,25,NA,25,593,78,54,2,9570,810,"Africa","2020-04-10"
"678","Tunisia",2020-04-10,"confirmed",643,NA,11819000,24,2,643,NA,25,NA,25,593,78,54,2,9570,810,"Africa","2020-04-10"
"679","Tunisia",2020-04-10,"deaths",25,NA,11819000,2,9,643,NA,25,NA,25,593,78,54,2,9570,810,"Africa","2020-04-10"
"680","Tunisia",2020-04-10,"recovered",25,0,11819000,20,5,643,NA,25,NA,25,593,78,54,2,9570,810,"Africa","2020-04-10"
"681","Turkey",2020-04-10,"active",43600,3664,84339000,30,4,47029,4747,1006,98,2423,43600,1667,558,12,307210,3643,"Asia","2020-04-10"
"682","Turkey",2020-04-10,"confirmed",47029,4747,84339000,7,22,47029,4747,1006,98,2423,43600,1667,558,12,307210,3643,"Asia","2020-04-10"
"683","Turkey",2020-04-10,"deaths",1006,98,84339000,32,21,47029,4747,1006,98,2423,43600,1667,558,12,307210,3643,"Asia","2020-04-10"
"684","Turkey",2020-04-10,"recovered",2423,296,84339000,32,7,47029,4747,1006,98,2423,43600,1667,558,12,307210,3643,"Asia","2020-04-10"
"685","Uganda",2020-04-10,"active",53,0,45741000,1,25,53,NA,NA,NA,NA,53,NA,1,NA,3310,72,"Africa","2020-04-10"
"686","Uganda",2020-04-10,"confirmed",53,NA,45741000,1,30,53,NA,NA,NA,NA,53,NA,1,NA,3310,72,"Africa","2020-04-10"
"687","Uganda",2020-04-10,"deaths",NA,NA,45741000,1,7,53,NA,NA,NA,NA,53,NA,1,NA,3310,72,"Africa","2020-04-10"
"688","Uganda",2020-04-10,"recovered",NA,0,45741000,1,27,53,NA,NA,NA,NA,53,NA,1,NA,3310,72,"Africa","2020-04-10"
"689","Ukraine",2020-04-10,"active",2073,209,43734000,2,28,2203,311,69,12,61,2073,33,50,2,23522,538,"Europe","2020-04-10"
"690","Ukraine",2020-04-10,"confirmed",2203,311,43734000,8,8,2203,311,69,12,61,2073,33,50,2,23522,538,"Europe","2020-04-10"
"691","Ukraine",2020-04-10,"deaths",69,12,43734000,31,26,2203,311,69,12,61,2073,33,50,2,23522,538,"Europe","2020-04-10"
"692","Ukraine",2020-04-10,"recovered",61,10,43734000,42,21,2203,311,69,12,61,2073,33,50,2,23522,538,"Europe","2020-04-10"
"693","United Arab Emirates",2020-04-10,"active",2708,300,9890000,8,14,2990,NA,14,NA,268,2708,1,302,1,593095,59967,"Asia","2020-04-10"
"694","United Arab Emirates",2020-04-10,"confirmed",2990,NA,9890000,19,20,2990,NA,14,NA,268,2708,1,302,1,593095,59967,"Asia","2020-04-10"
"695","United Arab Emirates",2020-04-10,"deaths",14,NA,9890000,6,16,2990,NA,14,NA,268,2708,1,302,1,593095,59967,"Asia","2020-04-10"
"696","United Arab Emirates",2020-04-10,"recovered",268,29,9890000,11,13,2990,NA,14,NA,268,2708,1,302,1,593095,59967,"Asia","2020-04-10"
"697","United Kingdom",2020-04-10,"active",64665,3502,67886000,18.4207,-71.7979,73758,8681,8958,980,135,64665,1559,1086,132,316836,4667,"Europe","2020-04-10"
"698","United Kingdom",2020-04-10,"confirmed",73758,8681,67886000,49.3723,-5.3536,73758,8681,8958,980,135,64665,1559,1086,132,316836,4667,"Europe","2020-04-10"
"699","United Kingdom",2020-04-10,"deaths",8958,980,67886000,36.1408,-4.5481,73758,8681,8958,980,135,64665,1559,1086,132,316836,4667,"Europe","2020-04-10"
"700","United Kingdom",2020-04-10,"recovered",135,14,67886000,16.7425,-4.5481,73758,8681,8958,980,135,64665,1559,1086,132,316836,4667,"Europe","2020-04-10"
"701","Uruguay",2020-04-10,"active",260,-10,3474000,-32.5228,-55.7658,473,17,7,NA,206,260,13,136,2,6856,1974,"South America","2020-04-10"
"702","Uruguay",2020-04-10,"confirmed",473,17,3474000,-32.5228,-55.7658,473,17,7,NA,206,260,13,136,2,6856,1974,"South America","2020-04-10"
"703","Uruguay",2020-04-10,"deaths",7,NA,3474000,-32.5228,-55.7658,473,17,7,NA,206,260,13,136,2,6856,1974,"South America","2020-04-10"
"704","Uruguay",2020-04-10,"recovered",206,42,3474000,-32.5228,-55.7658,473,17,7,NA,206,260,13,136,2,6856,1974,"South America","2020-04-10"
"705","US",2020-04-10,"active",444670,28751,4034000,20,-95.7129,488844,20278,17995,1304,26179,444670,10896,1477,54,2488136,7517,"North America","2020-04-10"
"706","US",2020-04-10,"confirmed",488844,20278,4034000,2,-95.7129,488844,20278,17995,1304,26179,444670,10896,1477,54,2488136,7517,"North America","2020-04-10"
"707","US",2020-04-10,"deaths",17995,1304,4034000,30,-95.7129,488844,20278,17995,1304,26179,444670,10896,1477,54,2488136,7517,"North America","2020-04-10"
"708","US",2020-04-10,"recovered",26179,1851,4034000,26,-95.7129,488844,20278,17995,1304,26179,444670,10896,1477,54,2488136,7517,"North America","2020-04-10"
"709","Uzbekistan",2020-04-10,"active",579,29,33469000,22,42,624,42,3,NA,42,579,8,19,0.09,70000,2091,"Asia","2020-04-10"
"710","Uzbekistan",2020-04-10,"confirmed",624,42,33469000,1,27,624,42,3,NA,42,579,8,19,0.09,70000,2091,"Asia","2020-04-10"
"711","Uzbekistan",2020-04-10,"deaths",3,NA,33469000,34,9,624,42,3,NA,42,579,8,19,0.09,70000,2091,"Asia","2020-04-10"
"712","Uzbekistan",2020-04-10,"recovered",42,8,33469000,20,64,624,42,3,NA,42,579,8,19,0.09,70000,2091,"Asia","2020-04-10"
"713","Venezuela",2020-04-10,"active",78,-15,437000,6,-66.5897,171,NA,9,NA,84,78,6,6,0.3,139282,4898,"South America","2020-04-10"
"714","Venezuela",2020-04-10,"confirmed",171,NA,437000,3,-66.5897,171,NA,9,NA,84,78,6,6,0.3,139282,4898,"South America","2020-04-10"
"715","Venezuela",2020-04-10,"deaths",9,NA,437000,1,-66.5897,171,NA,9,NA,84,78,6,6,0.3,139282,4898,"South America","2020-04-10"
"716","Venezuela",2020-04-10,"recovered",84,19,437000,2,-66.5897,171,NA,9,NA,84,78,6,6,0.3,139282,4898,"South America","2020-04-10"
"717","Vietnam",2020-04-10,"active",113,2,11673000,14,12,257,2,NA,NA,144,113,8,3,NA,118807,1221,"Asia","2020-04-10"
"718","Vietnam",2020-04-10,"confirmed",257,2,11673000,2,100,257,2,NA,NA,144,113,8,3,NA,118807,1221,"Asia","2020-04-10"
"719","Vietnam",2020-04-10,"deaths",NA,NA,11673000,14,19,257,2,NA,NA,144,113,8,3,NA,118807,1221,"Asia","2020-04-10"
"720","Vietnam",2020-04-10,"recovered",144,2,11673000,10,99,257,2,NA,NA,144,113,8,3,NA,118807,1221,"Asia","2020-04-10"
"721","West Bank and Gaza",2020-04-10,"active",220,0,5518000,20,21,267,4,2,1,45,220,NA,52,0.4,16068,3150,"Asia","2020-04-10"
